experiment_id,cell,type,bel,site,site_type,x,y,kind,lane,bit,control_bit
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[1].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y14,OLOGIC,0,14,oserdes_data,lane0,dq1,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[15].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y35,OLOGIC,0,35,oserdes_data,lane1,dq15,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[15].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y35,ILOGIC,0,35,iserdes_data,lane1,dq15,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[15].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y35,IDELAY,0,35,idelay_data,lane1,dq15,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[14].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y27,ILOGIC,0,27,iserdes_data,lane1,dq14,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y27,IDELAY,0,27,idelay_data,lane1,dq14,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[13].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y30,ILOGIC,0,30,iserdes_data,lane1,dq13,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[13].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y30,IDELAY,0,30,idelay_data,lane1,dq13,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[12].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y26,IDELAY,0,26,idelay_data,lane1,dq12,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[11].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y29,ILOGIC,0,29,iserdes_data,lane1,dq11,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[11].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y29,IDELAY,0,29,idelay_data,lane1,dq11,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[10].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y25,OLOGIC,0,25,oserdes_data,lane1,dq10,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[10].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y25,ILOGIC,0,25,iserdes_data,lane1,dq10,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[10].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y25,IDELAY,0,25,idelay_data,lane1,dq10,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[0].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y13,OLOGIC,0,13,oserdes_data,lane0,dq0,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[2]$LUT$1214,SLICE_LUTX,C5LUT,SLICE_X8Y63,SLICE,8,63,reset_release_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[1]$LUT$1212,SLICE_LUTX,B5LUT,SLICE_X8Y63,SLICE,8,63,reset_release_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[0]$LUT$1210,SLICE_LUTX,A5LUT,SLICE_X8Y63,SLICE,8,63,reset_release_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[2]$LUT$584,SLICE_LUTX,C6LUT,SLICE_X12Y38,SLICE,12,38,calibration_index_lut,all,,
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[4],SLICE_LUTX,A6LUT,SLICE_X5Y70,SLICE,5,70,cntvaluein_dqs_lut,all,,4
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[3],SLICE_LUTX,A6LUT,SLICE_X5Y75,SLICE,5,75,cntvaluein_dqs_lut,all,,3
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[1],SLICE_LUTX,B6LUT,SLICE_X5Y75,SLICE,5,75,cntvaluein_dqs_lut,all,,1
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[4],SLICE_LUTX,A6LUT,SLICE_X1Y58,SLICE,1,58,cntvaluein_data_lut,all,,4
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[2],SLICE_LUTX,A6LUT,SLICE_X1Y55,SLICE,1,55,cntvaluein_data_lut,all,,2
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[0],SLICE_LUTX,B6LUT,SLICE_X1Y55,SLICE,1,55,cntvaluein_data_lut,all,,0
baseline-no-lock-seed-2,ddr3_top_inst.idelay_data_cntvaluein[1]$LUT$206,SLICE_LUTX,B6LUT,SLICE_X0Y55,SLICE,0,55,cntvaluein_data_lut,all,,1
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.IDELAYCTRL_inst$intcell$CTRL_DUP_0,IDELAYCTRL_IDELAYCTRL,IDELAYCTRL,IDELAYCTRL_X0Y0,IDELAYCTRL,0,0,idelayctrl,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk7[1].ISERDESE2_dqs,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y32,ILOGIC,0,32,iserdes_dqs,lane1,dqs1,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y32,IDELAY,0,32,idelay_dqs,lane1,dqs1,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[9].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y36,OLOGIC,0,36,oserdes_data,lane1,dq9,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[9].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y36,ILOGIC,0,36,iserdes_data,lane1,dq9,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[7].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y17,OLOGIC,0,17,oserdes_data,lane0,dq7,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[12].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y26,ILOGIC,0,26,iserdes_data,lane1,dq12,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[11].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y29,OLOGIC,0,29,oserdes_data,lane1,dq11,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[1].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y14,ILOGIC,0,14,iserdes_data,lane0,dq1,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[1].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y14,IDELAY,0,14,idelay_data,lane0,dq1,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[13].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y30,OLOGIC,0,30,oserdes_data,lane1,dq13,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[12].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y26,OLOGIC,0,26,oserdes_data,lane1,dq12,
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[2],SLICE_LUTX,B6LUT,SLICE_X5Y70,SLICE,5,70,cntvaluein_dqs_lut,all,,2
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_controller_inst.dqs_start_index[1]$LUT$282,SLICE_LUTX,B6LUT,SLICE_X12Y40,SLICE,12,40,calibration_index_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[0]$LUT$1208,SLICE_LUTX,A6LUT,SLICE_X8Y63,SLICE,8,63,reset_release_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.idelay_dqs_cntvaluein[3]$LUT$246,SLICE_LUTX,D6LUT,SLICE_X0Y59,SLICE,0,59,cntvaluein_dqs_lut,all,,3
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[5].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y22,OLOGIC,0,22,oserdes_data,lane0,dq5,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[8].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y28,IDELAY,0,28,idelay_data,lane1,dq8,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[14].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y27,OLOGIC,0,27,oserdes_data,lane1,dq14,
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[3],SLICE_LUTX,B6LUT,SLICE_X1Y58,SLICE,1,58,cntvaluein_data_lut,all,,3
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[1],SLICE_LUTX,C6LUT,SLICE_X1Y58,SLICE,1,58,cntvaluein_data_lut,all,,1
baseline-no-lock-seed-2,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[0],SLICE_LUTX,C6LUT,SLICE_X5Y75,SLICE,5,75,cntvaluein_dqs_lut,all,,0
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[6].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y18,IDELAY,0,18,idelay_data,lane0,dq6,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[7].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y17,IDELAY,0,17,idelay_data,lane0,dq7,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[7].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y17,ILOGIC,0,17,iserdes_data,lane0,dq7,
baseline-no-lock-seed-2,$abc$192400$lut$flatten\ddr3_top_inst.\ddr3_controller_inst.$0$memwr$\idelay_dqs_cntvaluein$rtl/ddr3_controller.v:2697$7924_DATA[4:0]$8804[0],SLICE_LUTX,A6LUT,SLICE_X5Y76,SLICE,5,76,cntvaluein_dqs_lut,all,,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[0].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y13,IDELAY,0,13,idelay_data,lane0,dq0,
baseline-no-lock-seed-2,ddr3_top_inst.ddr3_phy_inst.genblk5[0].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y13,ILOGIC,0,13,iserdes_data,lane0,dq0,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[5]$LUT$596,SLICE_LUTX,B6LUT,SLICE_X12Y40,SLICE,12,40,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[4]$LUT$592,SLICE_LUTX,A6LUT,SLICE_X12Y40,SLICE,12,40,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[3]$LUT$588,SLICE_LUTX,D6LUT,SLICE_X12Y39,SLICE,12,39,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[1]$LUT$580,SLICE_LUTX,B6LUT,SLICE_X12Y39,SLICE,12,39,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index[5]$LUT$298,SLICE_LUTX,B6LUT,SLICE_X12Y51,SLICE,12,51,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index[4]$LUT$294,SLICE_LUTX,A6LUT,SLICE_X12Y51,SLICE,12,51,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index[3]$LUT$290,SLICE_LUTX,D6LUT,SLICE_X12Y50,SLICE,12,50,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index[2]$LUT$286,SLICE_LUTX,C6LUT,SLICE_X12Y50,SLICE,12,50,calibration_index_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.idelay_dqs_cntvaluein[4]$LUT$250,SLICE_LUTX,A6LUT,SLICE_X2Y81,SLICE,2,81,cntvaluein_dqs_lut,all,,4
baseline-no-lock-seed-3,ddr3_top_inst.idelay_dqs_cntvaluein[2]$LUT$242,SLICE_LUTX,C6LUT,SLICE_X2Y80,SLICE,2,80,cntvaluein_dqs_lut,all,,2
baseline-no-lock-seed-3,ddr3_top_inst.idelay_dqs_cntvaluein[1]$LUT$238,SLICE_LUTX,B6LUT,SLICE_X2Y80,SLICE,2,80,cntvaluein_dqs_lut,all,,1
baseline-no-lock-seed-3,ddr3_top_inst.idelay_data_cntvaluein[4]$LUT$218,SLICE_LUTX,A6LUT,SLICE_X2Y71,SLICE,2,71,cntvaluein_data_lut,all,,4
baseline-no-lock-seed-3,ddr3_top_inst.idelay_data_cntvaluein[3]$LUT$214,SLICE_LUTX,D6LUT,SLICE_X2Y70,SLICE,2,70,cntvaluein_data_lut,all,,3
baseline-no-lock-seed-3,ddr3_top_inst.idelay_data_cntvaluein[2]$LUT$210,SLICE_LUTX,C6LUT,SLICE_X2Y70,SLICE,2,70,cntvaluein_data_lut,all,,2
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[1].genblk1.OSERDESE2_dqs,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y32,OLOGIC,0,32,oserdes_dqs,lane1,dqs1,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[0].genblk1.OSERDESE2_dqs,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y20,OLOGIC,0,20,oserdes_dqs,lane0,dqs0,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[0].ISERDESE2_dqs,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y20,ILOGIC,0,20,iserdes_dqs,lane0,dqs0,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[0].IDELAYE2_dqs,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y20,IDELAY,0,20,idelay_dqs,lane0,dqs0,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[9].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y36,IDELAY,0,36,idelay_data,lane1,dq9,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[8].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y28,OLOGIC,0,28,oserdes_data,lane1,dq8,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[8].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y28,ILOGIC,0,28,iserdes_data,lane1,dq8,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[6].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y18,OLOGIC,0,18,oserdes_data,lane0,dq6,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[6].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y18,ILOGIC,0,18,iserdes_data,lane0,dq6,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[5].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y22,ILOGIC,0,22,iserdes_data,lane0,dq5,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[5].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y22,IDELAY,0,22,idelay_data,lane0,dq5,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[4].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y15,OLOGIC,0,15,oserdes_data,lane0,dq4,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[4].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y15,ILOGIC,0,15,iserdes_data,lane0,dq4,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[4].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y15,IDELAY,0,15,idelay_data,lane0,dq4,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[3].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y21,OLOGIC,0,21,oserdes_data,lane0,dq3,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[3].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y21,ILOGIC,0,21,iserdes_data,lane0,dq3,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[3].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y21,IDELAY,0,21,idelay_data,lane0,dq3,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[2].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y16,OLOGIC,0,16,oserdes_data,lane0,dq2,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[2].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y16,ILOGIC,0,16,iserdes_data,lane0,dq2,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[2].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y16,IDELAY,0,16,idelay_data,lane0,dq2,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[1].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y14,OLOGIC,0,14,oserdes_data,lane0,dq1,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[15].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y35,OLOGIC,0,35,oserdes_data,lane1,dq15,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[15].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y35,ILOGIC,0,35,iserdes_data,lane1,dq15,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[15].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y35,IDELAY,0,35,idelay_data,lane1,dq15,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[14].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y27,ILOGIC,0,27,iserdes_data,lane1,dq14,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y27,IDELAY,0,27,idelay_data,lane1,dq14,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[13].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y30,ILOGIC,0,30,iserdes_data,lane1,dq13,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[13].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y30,IDELAY,0,30,idelay_data,lane1,dq13,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[12].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y26,IDELAY,0,26,idelay_data,lane1,dq12,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[11].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y29,ILOGIC,0,29,iserdes_data,lane1,dq11,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[11].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y29,IDELAY,0,29,idelay_data,lane1,dq11,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[10].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y25,OLOGIC,0,25,oserdes_data,lane1,dq10,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[10].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y25,ILOGIC,0,25,iserdes_data,lane1,dq10,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[10].IDELAYE2_data,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y25,IDELAY,0,25,idelay_data,lane1,dq10,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[0].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y13,OLOGIC,0,13,oserdes_data,lane0,dq0,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[2]$LUT$1214,SLICE_LUTX,C5LUT,SLICE_X8Y44,SLICE,8,44,reset_release_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[1]$LUT$1212,SLICE_LUTX,B5LUT,SLICE_X8Y44,SLICE,8,44,reset_release_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.delay_before_release_reset[0]$LUT$1210,SLICE_LUTX,A5LUT,SLICE_X8Y44,SLICE,8,44,reset_release_lut,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_controller_inst.dqs_start_index_stored[2]$LUT$584,SLICE_LUTX,C6LUT,SLICE_X12Y39,SLICE,12,39,calibration_index_lut,all,,
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[4],SLICE_LUTX,A6LUT,SLICE_X1Y75,SLICE,1,75,cntvaluein_dqs_lut,all,,4
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[3],SLICE_LUTX,B6LUT,SLICE_X1Y75,SLICE,1,75,cntvaluein_dqs_lut,all,,3
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[1],SLICE_LUTX,A6LUT,SLICE_X5Y74,SLICE,5,74,cntvaluein_dqs_lut,all,,1
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[4],SLICE_LUTX,A6LUT,SLICE_X3Y67,SLICE,3,67,cntvaluein_data_lut,all,,4
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[2],SLICE_LUTX,B6LUT,SLICE_X1Y72,SLICE,1,72,cntvaluein_data_lut,all,,2
baseline-no-lock-seed-3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.i_controller_idelay_data_cntvaluein[0],SLICE_LUTX,C6LUT,SLICE_X3Y67,SLICE,3,67,cntvaluein_data_lut,all,,0
baseline-no-lock-seed-3,ddr3_top_inst.idelay_data_cntvaluein[1]$LUT$206,SLICE_LUTX,B6LUT,SLICE_X2Y70,SLICE,2,70,cntvaluein_data_lut,all,,1
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.IDELAYCTRL_inst$intcell$CTRL_DUP_0,IDELAYCTRL_IDELAYCTRL,IDELAYCTRL,IDELAYCTRL_X0Y0,IDELAYCTRL,0,0,idelayctrl,all,,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[1].ISERDESE2_dqs,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y32,ILOGIC,0,32,iserdes_dqs,lane1,dqs1,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,IDELAYE2_IDELAYE2,IDELAYE2,IDELAY_X0Y32,IDELAY,0,32,idelay_dqs,lane1,dqs1,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[9].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y36,OLOGIC,0,36,oserdes_data,lane1,dq9,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[9].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y36,ILOGIC,0,36,iserdes_data,lane1,dq9,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[7].genblk1.OSERDESE2_data,OSERDESE2_OSERDESE2,OSERDESE2,OLOGIC_X0Y17,OLOGIC,0,17,oserdes_data,lane0,dq7,
baseline-no-lock-seed-3,ddr3_top_inst.ddr3_phy_inst.genblk5[12].ISERDESE2_data,ISERDESE2_ISERDESE2,ISERDESE2,ILOGIC_X0Y26,ILOGIC,0,26,iserdes_data,lane1,dq12,
